Target,Prediction,Factor,Factor_type_specific,Tissue,Mutant_specific,Age,Temperature
SRP098817/SRR5228107,1.1300945,ARR1,Transcription factor,Whole plant,ARR1,3.0,22.0
SRP098817/SRR5228109,1.0268066,ARR1,Transcription factor,Whole plant,ARR1,3.0,22.0
SRP098817/SRR5228112,1.0339966,ARR1,Transcription factor,Whole plant,ARR1,3.0,22.0
SRP098817/SRR5228116,1.2297554,ARR1,Transcription factor,Whole plant,ARR1,3.0,22.0
SRP098817/SRR5228118,1.4420513,ARR1,Transcription factor,Whole plant,ARR1,3.0,22.0
SRP098817/SRR5228120,1.3479625,ARR10,Transcription factor,Whole plant,ARR10,3.0,22.0
SRP098817/SRR5228124,1.0276027,ARR10,Transcription factor,Whole plant,ARR10,3.0,22.0
SRP098817/SRR5228128,1.1690537,ARR12,Transcription factor,Whole plant,ARR12,3.0,22.0
SRP098817/SRR5228130,1.0288525,ARR12,Transcription factor,Whole plant,ARR12,3.0,22.0
SRP098817/SRR5228132,1.0770633,ARR14,Transcription factor,Whole plant,ARR14,3.0,22.0
SRP000783/SRX004990,0.774136,SEP3,Transcription factor,Inflorescence,WT,42.0,20.0
SRP000783/SRX004994,1.2044194,SEP3,Transcription factor,Inflorescence,ag,42.0,20.0
SRP002100/SRX017553,3.448853,H3K4me2,histone methylation,Aerial tissue,,14.0,
SRP002100/SRX017554,9.871188,H3K4me3,histone methylation,Aerial tissue,,14.0,
SRP002100/SRX017555,9.1783085,H3K9ac,histone acetylation,Aerial tissue,,14.0,
SRP002100/SRX017556,0.31104898,H3K9me2,histone methylation,Aerial tissue,,14.0,
SRP002100/SRX017595,2.7778933,H3K18ac,histone acetylation,Aerial tissue,,14.0,
SRP002100/SRX017596,0.25525427,H3K27me1,histone methylation,Aerial tissue,,14.0,
SRP002100/SRX017597,1.889381,H3K27me3,histone methylation,Aerial tissue,,14.0,
SRP002100/SRX017599,0.30819154,H3K36me2,histone methylation,Aerial tissue,,14.0,
SRP002100/SRX017600,9.535167,H3K36me3,histone methylation,Aerial tissue,,14.0,
SRP002100/SRX017604,1.215926,H3,histone,Aerial tissue,,14.0,
SRP002174/SRX018392,0.5923762,AP1,Transcription factor,Shoot,,,
SRP002328/SRX019318,0.85069394,AP2,Transcription factor,Leaf,,35.0,23.0
SRP002544/SRX021466,1.695055,H3,histone,Shoot,WT,42.0,20.0
SRP002566/SRX021610,0.7395881,AMS,Transcription factor,Inflorescence,,,
SRP002650/SRX022326,8.058341,H3K9ac,histone acetylation,Leaf,,,22.0
SRP002650/SRX022327,9.618209,H3K4me3,histone methylation,Leaf,,,22.0
SRP002650/SRX022328,0.6498451,H3,histone,Leaf,,,22.0
SRP003928/SRX029441,0.91579074,LFY,Transcription factor,Whole plant,,15.0,23.0
SRP004452/SRX031221,0.55214417,H3K27me3,histone methylation,Whole plant,WT,10.0,23.0
SRP004452/SRX031222,0.48434407,H3K27me3,histone methylation,Whole plant,ref6-1,10.0,23.0
SRP005295/SRX038411,0.9831445,Heterochromatin,Heterochromatin,Leaf,WT,15.0,
SRP005295/SRX038412,0.8021076,Heterochromatin,Heterochromatin,Leaf,WT,15.0,
SRP005295/SRX038413,1.0723001,Heterochromatin,Heterochromatin,Leaf,WT,15.0,
SRP005295/SRX038414,0.99543595,Heterochromatin,Heterochromatin,Leaf,WT,15.0,
SRP005295/SRX038415,0.9835144,Heterochromatin,Heterochromatin,Leaf,"atxr5, atxr6",15.0,
SRP005295/SRX038416,10.87253,Heterochromatin,Heterochromatin,Leaf,"atxr5, atxr6",15.0,
SRP005295/SRX038417,0.9872745,Heterochromatin,Heterochromatin,Leaf,"atxr5, atxr6",15.0,
SRP005295/SRX038418,1.0223023,Heterochromatin,Heterochromatin,Leaf,"atxr5, atxr6",15.0,
SRP005295/SRX038421,0.7362065,H3K27me1,histone methylation,Leaf,WT,15.0,
SRP005412/SRX039006,1.4846233,FLC,Transcription factor,Whole plant,flc-3,12.0,23.0
SRP006211/SRX054610,1.1985695,REV,Transcription factor,Whole plant,,10.0,
SRP007485/SRX083214,1.12958,FHY3,Transcription factor,Whole plant,,4.0,
SRP007485/SRX083215,0.83738077,FHY3,Transcription factor,Whole plant,,4.0,
SRP057594/SRX1005826,1.1969564,CRY2,Cryptochrome,Whole plant,CRY2,5.0,
SRP057594/SRX1005830,1.1505228,PIF4,Transcription factor,Whole plant,pif4,5.0,
SRP305671/SRX10067404,1.0659337,ICE1,Transcription factor,Whole plant,Ice1-flag,8.0,22.0
SRP305671/SRX10067405,0.8877749,CAMTA3,Transcription factor,Whole plant,camta3-flag,8.0,22.0
SRP305671/SRX10067412,1.1389831,CAMTA1,Transcription factor,Whole plant,camta3-flag,8.0,22.0
SRP305671/SRX10067416,1.3286693,CAMTA2,Transcription factor,Whole plant,camta3-flag,8.0,22.0
SRP252735/SRX10089717,0.92314875,open chromatin,open chromatin,Whole plant,WT,10.0,23.0
SRP252735/SRX10089719,0.75752676,open chromatin,open chromatin,Whole plant,h2a.w-2,10.0,23.0
SRP252735/SRX10089721,0.60722864,open chromatin,open chromatin,Whole plant,h1,10.0,23.0
SRP252735/SRX10089723,0.95380855,open chromatin,open chromatin,Whole plant,"h1, h2a.w-2",10.0,23.0
SRP030646/SRX1011321,0.5260571,H3K9me2,histone methylation,Leaf,WT,21.0,
SRP030646/SRX1011322,2.5238774,H3K23ac,histone acetylation,Leaf,WT,21.0,
SRP030646/SRX1011324,0.8759226,H3K9me2,histone methylation,Leaf,drm12cmt23,21.0,
SRP030646/SRX1011325,2.4692922,H3K23ac,histone acetylation,Leaf,dm12cmt23,21.0,
SRP030646/SRX1011327,0.6741046,H3K9me2,histone methylation,Leaf,suvh456,21.0,
SRP030646/SRX1011328,2.6542728,H3K23ac,histone acetylation,Leaf,suvh456,21.0,
SRP057761/SRX1012866,0.9774291,H3K4me1,histone methylation,Leaf,WT,21.0,
SRP057761/SRX1012869,14.352931,H3K4me3,histone methylation,Leaf,WT,21.0,
SRP057761/SRX1012872,1.6345427,H3T3p,histone related,Leaf,WT,21.0,
SRP057761/SRX1012880,1.1488657,H3K4me1,histone methylation,Leaf,WT,21.0,
SRP057761/SRX1012884,16.540697,H3K4me3,histone methylation,Leaf,WT,21.0,
SRP057761/SRX1012887,2.1518996,H3T3p,histone related,Leaf,WT,21.0,
SRP057761/SRX1012894,0.97387135,H3K4me1,histone methylation,Leaf,atg03940/at518190,21.0,
SRP057761/SRX1012896,1.4617385,H3K4me1,histone methylation,Leaf,atg03940/at518190,21.0,
SRP057761/SRX1012898,8.381625,H3K4me3,histone methylation,Leaf,atg03940/at518190,21.0,
SRP057761/SRX1012900,6.0144734,H3K4me3,histone methylation,Leaf,atg03940/at518190,21.0,
SRP057761/SRX1012902,1.6106304,H3T3p,histone related,Leaf,atg03940/at518190,21.0,
SRP057761/SRX1012904,1.8199517,H3T3p,histone related,Leaf,atg03940/at518190,21.0,
SRP274603/SRX10133717,3.7346091,H3K9ac,histone acetylation,,WT,14.0,
SRP274603/SRX10133721,3.5365584,H3K9ac,histone acetylation,,clf,14.0,
SRP009053/SRX101801,0.9411308,SVP,Transcription factor,Inflorescence,"atxr5, atxr6",14.0,22.0
SRP009053/SRX101803,0.9620966,SVP,Transcription factor,Inflorescence,svp-41,14.0,22.0
SRP253380/SRX10404444,0.15539028,H3K9me2,histone methylation,Embryo,"suvh2-1, suvh9-1",0.0,22.0
SRP253380/SRX10404446,0.2062603,H3K9me2,histone methylation,Embryo,"such2-1, suvh9-1, SUVH9(WT)",0.0,22.0
SRP253380/SRX10404448,0.53162766,H3K9me2,histone methylation,Embryo,"such2-1, suvh9-1, SUVH9(Y636F)",0.0,22.0
SRP058919/SRX1044765,0.638918,FHY3,Transcription factor,Flower,,,23.0
SRP058921/SRX1044777,3.5416698,H3K23ac,histone acetylation,Leaf,,14.0,21.0
SRP058921/SRX1044778,3.4895647,H4K16ac,histone acetylation,Leaf,,14.0,21.0
SRP058939/SRX1044956,1.0749544,TRB1,Transcription factor,Whole plant,trb1-GFP,14.0,
SRP058939/SRX1044959,1.1011398,TRB1,Transcription factor,Whole plant,WT,14.0,
SRP314246/SRX10566680,0.7395926,FVE,DNA-binding protein,Whole plant,fve-4,22.0,
SRP318614/SRX10771698,1.6999404,open chromatin,open chromatin,Root,,12.0,22.0
SRP060240/SRX1079559,1.3260064,mCG,DNA methylation,Inflorescence,WT,,20.0
SRP060240/SRX1079561,0.8449149,mCHH,DNA methylation,Inflorescence,WT,,20.0
SRP060240/SRX1079565,0.61969024,mCHH,DNA methylation,Inflorescence,drm2,,20.0
SRP060240/SRX1079566,0.8182376,mCHH,DNA methylation,Inflorescence,"drm1, drm2, cmt2, cmt3",,20.0
SRP060360/SRX1081589,0.6788784,CCA1,Transcription factor,Whole plant,,14.0,22.0
SRP060360/SRX1081592,0.8895426,CCA1,Transcription factor,Whole plant,,14.0,22.0
SRP060360/SRX1081594,2.383373,CCA1,Transcription factor,Whole plant,,14.0,22.0
SRP034156/SRX1096548,0.5562226,open chromatin,open chromatin,Root,,7.0,22.0
SRP034156/SRX1096549,0.7522388,open chromatin,open chromatin,Root,,10.0,22.0
SRP034156/SRX1096550,0.6745133,open chromatin,open chromatin,Root,,10.0,22.0
SRP034156/SRX1096551,0.5346335,open chromatin,open chromatin,Root,,7.0,22.0
SRP034156/SRX1098134,0.49552935,open chromatin,open chromatin,Seed cell,,7.0,22.0
SRP034156/SRX1098135,0.472927,open chromatin,open chromatin,Seed cell,,4.0,22.0
SRP034156/SRX1098136,0.4218176,open chromatin,open chromatin,Seed cell,,4.0,22.0
SRP034156/SRX1098137,0.7615035,open chromatin,open chromatin,Root,,7.0,22.0
SRP034156/SRX1098138,0.5713961,open chromatin,open chromatin,Root,,7.0,22.0
SRP009678/SRX111004,1.1077908,open chromatin,open chromatin,Whole plant,WT,14.0,23.0
SRP009678/SRX111005,1.0704162,open chromatin,open chromatin,Whole plant,WT,14.0,23.0
SRP009678/SRX111007,1.32919,open chromatin,open chromatin,Flower,WT,14.0,23.0
SRP009678/SRX111009,1.2730972,open chromatin,open chromatin,Whole plant,ddm1,14.0,23.0
SRP009678/SRX111010,1.2485354,open chromatin,open chromatin,Flower,ddm1,14.0,23.0
SRP009678/SRX111011,1.3985559,open chromatin,open chromatin,Flower,ddm1,14.0,23.0
SRP061647/SRX1121729,0.66390777,PRR9,Transcription factor,Whole plant,,14.0,22.0
SRP061845/SRX1125310,9.30664,H3K4me3,histone methylation,Leaf,,,17.0
SRP061845/SRX1125312,9.439339,H3K4me3,histone methylation,Inflorescence,,,17.0
SRP061845/SRX1125314,7.7686753,H3K4me3,histone methylation,Inflorescence,,,17.0
SRP061845/SRX1125316,8.329538,H3K4me3,histone methylation,Inflorescence,,,17.0
SRP061845/SRX1125318,0.7870354,H3K27me3,histone methylation,Leaf,,,17.0
SRP061845/SRX1125320,0.830106,H3K27me3,histone methylation,Inflorescence,,,17.0
SRP061845/SRX1125322,0.6800732,H3K27me3,histone methylation,Inflorescence,,,17.0
SRP061845/SRX1125324,0.8624023,H3K27me3,histone methylation,Flower,,,17.0
SRP010096/SRX113875,1.0243076,HTR5,histone related,Whole plant,,10.0,22.0
SRP010096/SRX113876,1.1830335,HTR13,histone related,Whole plant,,10.0,22.0
SRP047143/SRX1142672,1.6942003,PolII,RNA polymerase,Inflorescence,WT,35.0,
SRP047143/SRX1142673,1.2711858,PolII,RNA polymerase,Inflorescence,nrpd1,35.0,
SRP047143/SRX1142674,1.8490751,PolII,RNA polymerase,Inflorescence,dcl234,35.0,
SRP010315/SRX115869,1.2654138,PIF5,Transcription factor,Whole plant,pif5-HA,14.0,20.0
SRP055733/SRX1161358,2.555748,MORC1,DNA-binding protein,Leaf,WT,24.0,22.0
SRP055733/SRX1161361,2.7357213,MORC1,DNA-binding protein,Leaf,morc1/2,24.0,22.0
SRP055733/SRX1161364,2.752854,MORC1,DNA-binding protein,Leaf,WT,24.0,22.0
SRP055733/SRX1161368,2.5184882,MORC1,DNA-binding protein,Leaf,morc1/2,24.0,22.0
SRP010570/SRX117693,1.3960984,PIF4,Transcription factor,Whole plant,pif-myc,8.0,22.0
SRP010615/SRX117995,18.184486,AGO4,Transcription factor,Whole plant,WT,18.0,22.0
SRP010615/SRX117997,0.7751278,AGO4,Transcription factor,Whole plant,ago4,18.0,22.0
SRP010615/SRX117999,0.60150564,AGO4,Transcription factor,Whole plant,nrep1,18.0,22.0
SRP063352/SRX1184288,1.0540062,BRM,DNA-binding protein,Whole plant,,14.0,22.0
SRP063352/SRX1184290,0.80378467,REF6,DNA-binding protein,Whole plant,,14.0,22.0
SRP063352/SRX1184296,0.73560417,REF6,DNA-binding protein,Whole plant,,14.0,22.0
SRP063352/SRX1184298,0.7996266,BRM,DNA-binding protein,Whole plant,,14.0,22.0
SRP063454/SRX1204325,1.2272135,open chromatin,open chromatin,Leaf,WT,7.0,21.0
SRP010999/SRX121040,1.575075,TOC1,Transcription factor,Whole plant,toc1-2,,
SRP063916/SRX1267313,0.93671936,DCL1,DNA-binding protein,Inflorescence,,14.0,
SRP063916/SRX1267317,0.69380015,DCL1,DNA-binding protein,Inflorescence,,14.0,
SRP063916/SRX1268024,1.5153394,HYL1,DNA-binding protein,Inflorescence,,14.0,
SRP063916/SRX1268032,1.6132315,HYL1,DNA-binding protein,Inflorescence,,14.0,
SRP011389/SRX128177,2.8390083,PRR5,Transcription factor,Whole plant,,,
SRP011591/SRX130301,1.3662212,H3.3,histone,Leaf,,28.0,21.0
SRP011591/SRX130303,2.1726315,H3.1,histone,Leaf,,28.0,21.0
SRP011591/SRX130305,1.8784171,H3,histone,Leaf,,28.0,21.0
SRP011591/SRX130309,1.5124725,H3.3,histone,Leaf,,28.0,21.0
SRP011591/SRX130311,1.8621527,H3.1,histone,Leaf,,28.0,21.0
SRP011591/SRX130313,1.6341028,H3,histone,Leaf,,28.0,21.0
SRP064752/SRX1331874,3.2304206,H3K4me2,histone methylation,Leaf,WT,28.0,22.0
SRP064752/SRX1331875,12.007363,H3K4me3,histone methylation,Leaf,WT,28.0,22.0
SRP064752/SRX1331877,3.4785295,H3K4me2,histone methylation,Leaf,atx3/4/5,28.0,22.0
SRP064752/SRX1331878,12.22451,H3K4me3,histone methylation,Leaf,atx3/4/5,28.0,22.0
SRP064752/SRX1331880,13.54527,H3K4me3,histone methylation,Leaf,sdg2,28.0,22.0
SRP075355/SRX1371906,2.2029483,SARD1,DNA-binding protein,Leaf,,25.0,23.0
SRP045296/SRX1411982,1.0123514,AT5G18090,Transcription factor,Leaf,WT,,
SRP045296/SRX1411983,1.390271,AT5G25475,Transcription factor,Leaf,,,
SRP045296/SRX1411984,0.5653974,AT5G60130,Transcription factor,Leaf,,,
SRP045296/SRX1411985,0.34635186,AT5G60130,Transcription factor,Leaf,,,
SRP045296/SRX1411986,0.4740515,FUS3,Transcription factor,Leaf,,,
SRP045296/SRX1411987,0.5003596,NGA4,Transcription factor,Leaf,,,
SRP045296/SRX1411988,0.5096016,REM16,Transcription factor,Leaf,,,
SRP045296/SRX1411989,0.7757999,VRN1,Transcription factor,Leaf,,,
SRP045296/SRX1411990,0.13607411,VRN1,Transcription factor,Leaf,,,
SRP045296/SRX1411991,1.2719082,ABR1,Transcription factor,Leaf,,,
SRP045296/SRX1411992,0.893468,ABR1,Transcription factor,Leaf,,,
SRP045296/SRX1411993,0.7667976,AIL7,Transcription factor,Leaf,,,
SRP045296/SRX1411994,0.7081402,AIL7,Transcription factor,Leaf,,,
SRP045296/SRX1411995,0.66736233,AT1G01250,Transcription factor,Leaf,,,
SRP045296/SRX1411996,1.0032455,AT1G01250,Transcription factor,Leaf,,,
SRP045296/SRX1411997,0.86537755,AT1G12630,Transcription factor,Leaf,,,
SRP045296/SRX1411998,0.78256935,AT1G12630,Transcription factor,Leaf,,,
SRP045296/SRX1411999,2.162658,AT1G28160,Transcription factor,Leaf,,,
SRP045296/SRX1412000,0.6195251,AT1G28160,Transcription factor,Leaf,,,
SRP045296/SRX1412001,0.6386777,AT1G44830,Transcription factor,Leaf,,,
SRP045296/SRX1412002,1.6448328,AT1G71450,Transcription factor,Leaf,,,
SRP045296/SRX1412003,1.9242563,AT1G71450,Transcription factor,Leaf,,,
SRP045296/SRX1412004,1.0931304,AT1G77200,Transcription factor,Leaf,,,
SRP045296/SRX1412005,0.50106895,AT1G77200,Transcription factor,Leaf,,,
SRP045296/SRX1412006,0.5462228,AT3G16280,Transcription factor,Leaf,,,
SRP045296/SRX1412007,1.2796731,AT3G16280,Transcription factor,Leaf,,,
SRP045296/SRX1412008,0.8653845,AT3G57600,Transcription factor,Leaf,,,
SRP045296/SRX1412009,0.4986233,AT3G60490,Transcription factor,Leaf,,,
SRP045296/SRX1412010,0.7290938,AT3G60490,Transcription factor,Leaf,,,
SRP045296/SRX1412011,0.8579263,AT4G18450,Transcription factor,Leaf,,,
SRP045296/SRX1412012,1.1226349,AT1G19210,Transcription factor,Leaf,,,
SRP045296/SRX1412013,0.8000497,AT1G19210,Transcription factor,Leaf,,,
SRP045296/SRX1412014,0.70197093,AT1G22810,Transcription factor,Leaf,,,
SRP045296/SRX1412015,0.64853054,AT1G36060,Transcription factor,Leaf,,,
SRP045296/SRX1412016,1.2662071,AT1G36060,Transcription factor,Leaf,,,
SRP045296/SRX1412017,1.1020706,AT1G75490,Transcription factor,Leaf,,,
SRP045296/SRX1412018,0.5427767,AT1G75490,Transcription factor,Leaf,,,
SRP045296/SRX1412019,0.7496166,AT1G77640,Transcription factor,Leaf,,,
SRP045296/SRX1412020,1.7903775,AT2G33710,Transcription factor,Leaf,,,
SRP045296/SRX1412021,0.6753468,AT2G44940,Transcription factor,Leaf,,,
SRP045296/SRX1412022,0.75031126,AT2G44940,Transcription factor,Leaf,,,
SRP045296/SRX1412023,0.6820985,AT4G16750,Transcription factor,Leaf,,,
SRP045296/SRX1412024,1.3366581,AT4G16750,Transcription factor,Leaf,,,
SRP045296/SRX1412025,0.6162552,AT4G28140,Transcription factor,Leaf,,,
SRP045296/SRX1412026,0.6628867,AT4G28140,Transcription factor,Leaf,,,
SRP045296/SRX1412027,0.9953294,AT4G31060,Transcription factor,Leaf,,,
SRP045296/SRX1412028,0.4516565,AT4G31060,Transcription factor,Leaf,,,
SRP045296/SRX1412029,0.48802462,AT4G32800,Transcription factor,Leaf,,,
SRP045296/SRX1412030,1.031445,AT5G18450,Transcription factor,Leaf,,,
SRP045296/SRX1412031,0.7430725,AT5G65130,Transcription factor,Leaf,,,
SRP045296/SRX1412032,0.99673045,AT5G65130,Transcription factor,Leaf,,,
SRP045296/SRX1412033,1.118195,AT5G67000,Transcription factor,Leaf,,,
SRP045296/SRX1412034,0.5243493,CBF1,Transcription factor,Leaf,,,
SRP045296/SRX1412035,0.62205255,CBF1,Transcription factor,Leaf,,,
SRP045296/SRX1412036,0.48512083,CBF2,Transcription factor,Leaf,,,
SRP045296/SRX1412037,0.86502016,CBF2,Transcription factor,Leaf,,,
SRP045296/SRX1412038,0.55937374,CBF3,Transcription factor,Leaf,,,
SRP045296/SRX1412039,0.39171585,CBF3,Transcription factor,Leaf,,,
SRP045296/SRX1412040,0.42641473,CBF4,Transcription factor,Leaf,,,
SRP045296/SRX1412041,0.5748386,CBF4,Transcription factor,Leaf,,,
SRP045296/SRX1412042,0.87151223,CEJ1,Transcription factor,Leaf,,,
SRP045296/SRX1412043,1.7568762,CEJ1,Transcription factor,Leaf,,,
SRP045296/SRX1412044,2.7979832,CRF10,Transcription factor,Leaf,,,
SRP045296/SRX1412045,0.6355374,CRF10,Transcription factor,Leaf,,,
SRP045296/SRX1412046,0.7548014,CRF4,Transcription factor,Leaf,,,
SRP045296/SRX1412047,1.1535124,CRF4,Transcription factor,Leaf,,,
SRP045296/SRX1412048,0.8668486,DDF1,Transcription factor,Leaf,,,
SRP045296/SRX1412049,0.7668481,DDF1,Transcription factor,Leaf,,,
SRP045296/SRX1412050,0.995873,DDF2,Transcription factor,Leaf,,,
SRP045296/SRX1412051,1.2520368,DEAR2,Transcription factor,Leaf,,,
SRP045296/SRX1412052,0.7278074,DEAR2,Transcription factor,Leaf,,,
SRP045296/SRX1412053,0.77673376,DEAR3,Transcription factor,Leaf,,,
SRP045296/SRX1412054,1.1061175,DEAR3,Transcription factor,Leaf,,,
SRP045296/SRX1412055,0.5817295,DEAR5,Transcription factor,Leaf,,,
SRP045296/SRX1412056,1.0794846,DEAR5,Transcription factor,Leaf,,,
SRP045296/SRX1412057,0.69427836,DREB19,Transcription factor,Leaf,,,
SRP045296/SRX1412058,0.7888595,DREB19,Transcription factor,Leaf,,,
SRP045296/SRX1412059,0.79725844,DREB2,Transcription factor,Leaf,,,
SRP045296/SRX1412060,1.1767361,DREB2,Transcription factor,Leaf,,,
SRP045296/SRX1412061,0.5717923,DREB26,Transcription factor,Leaf,,,
SRP045296/SRX1412062,0.8265703,ERF1,Transcription factor,Leaf,,,
SRP045296/SRX1412063,0.74487394,ERF1,Transcription factor,Leaf,,,
SRP045296/SRX1412064,0.82827127,ERF10,Transcription factor,Leaf,,,
SRP045296/SRX1412065,1.8163476,ERF10,Transcription factor,Leaf,,,
SRP045296/SRX1412066,0.6720893,ERF104,Transcription factor,Leaf,,,
SRP045296/SRX1412067,0.9348092,ERF104,Transcription factor,Leaf,,,
SRP045296/SRX1412068,1.7678891,ERF105,Transcription factor,Leaf,,,
SRP045296/SRX1412069,0.9972529,ERF11,Transcription factor,Leaf,,,
SRP045296/SRX1412070,1.1027431,ERF11,Transcription factor,Leaf,,,
SRP045296/SRX1412071,1.3359553,ERF115,Transcription factor,Leaf,,,
SRP045296/SRX1412072,1.0435766,ERF115,Transcription factor,Leaf,,,
SRP045296/SRX1412073,1.1959654,ERF13,Transcription factor,Leaf,,,
SRP045296/SRX1412074,0.9322003,ERF13,Transcription factor,Leaf,,,
SRP045296/SRX1412075,1.3673085,ERF15,Transcription factor,Leaf,,,
SRP045296/SRX1412076,0.8092952,ERF2,Transcription factor,Leaf,,,
SRP045296/SRX1412077,0.84755135,ERF2,Transcription factor,Leaf,,,
SRP045296/SRX1412078,1.014456,ERF3,Transcription factor,Leaf,,,
SRP045296/SRX1412079,0.7810288,ERF3,Transcription factor,Leaf,,,
SRP045296/SRX1412080,0.6632541,ERF38,Transcription factor,Leaf,,,
SRP045296/SRX1412081,1.3826421,ERF4,Transcription factor,Leaf,,,
SRP045296/SRX1412082,1.268516,ERF4,Transcription factor,Leaf,,,
SRP045296/SRX1412083,0.7727189,ERF48,Transcription factor,Leaf,,,
SRP045296/SRX1412084,0.7795434,ERF5,Transcription factor,Leaf,,,
SRP045296/SRX1412085,0.68598926,ERF5,Transcription factor,Leaf,,,
SRP045296/SRX1412086,0.9903609,ERF7,Transcription factor,Leaf,,,
SRP045296/SRX1412087,2.7396064,ERF7,Transcription factor,Leaf,,,
SRP045296/SRX1412088,0.85436314,ERF73,Transcription factor,Leaf,,,
SRP045296/SRX1412089,0.6617362,ERF73,Transcription factor,Leaf,,,
SRP045296/SRX1412090,1.1241543,ERF8,Transcription factor,Leaf,,,
SRP045296/SRX1412091,1.7901837,ERF8,Transcription factor,Leaf,,,
SRP045296/SRX1412092,0.7175154,ERF9,Transcription factor,Leaf,,,
SRP045296/SRX1412093,0.8985577,ERF9,Transcription factor,Leaf,,,
SRP045296/SRX1412094,0.68512297,ESE1,Transcription factor,Leaf,,,
SRP045296/SRX1412095,1.123731,ESE1,Transcription factor,Leaf,,,
SRP045296/SRX1412096,0.90529364,ESE3,Transcription factor,Leaf,,,
SRP045296/SRX1412097,1.3850694,ESE3,Transcription factor,Leaf,,,
SRP045296/SRX1412098,0.3405784,LEP,Transcription factor,Leaf,,,
SRP045296/SRX1412099,0.69712216,PLT1,Transcription factor,Leaf,,,
SRP045296/SRX1412100,0.57580215,PLT1,Transcription factor,Leaf,,,
SRP045296/SRX1412101,0.5116022,PLT3,Transcription factor,Leaf,,,
SRP045296/SRX1412102,0.902377,PUCHI,Transcription factor,Leaf,,,
SRP045296/SRX1412103,0.9166511,PUCHI,Transcription factor,Leaf,,,
SRP045296/SRX1412104,0.70982707,RAP2.1,Transcription factor,Leaf,,,
SRP045296/SRX1412105,0.5672399,RAP2.1,Transcription factor,Leaf,,,
SRP045296/SRX1412106,2.068325,RAP2.11,Transcription factor,Leaf,,,
SRP045296/SRX1412107,1.6294224,RAP2.11,Transcription factor,Leaf,,,
SRP045296/SRX1412108,0.90104616,RAP2.12,Transcription factor,Leaf,,,
SRP045296/SRX1412109,1.304685,RAP2.6,Transcription factor,Leaf,,,
SRP045296/SRX1412110,1.0504009,RAP2.6,Transcription factor,Leaf,,,
SRP045296/SRX1412111,0.99207926,RRTF1,Transcription factor,Leaf,,,
SRP045296/SRX1412112,0.77857697,RRTF1,Transcription factor,Leaf,,,
SRP045296/SRX1412113,0.5017502,Rap2.10,Transcription factor,Leaf,,,
SRP045296/SRX1412114,0.89153063,Rap2.10,Transcription factor,Leaf,,,
SRP045296/SRX1412115,0.8962033,SHN3,Transcription factor,Leaf,,,
SRP045296/SRX1412116,0.4041196,TINY,Transcription factor,Leaf,,,
SRP045296/SRX1412117,0.6379714,ARF16,Transcription factor,Leaf,,,
SRP045296/SRX1412118,0.32623526,ARF2,Transcription factor,Leaf,,,
SRP045296/SRX1412119,0.72084975,AT1G04880,Transcription factor,Leaf,,,
SRP045296/SRX1412120,0.7224473,AT1G04880,Transcription factor,Leaf,,,
SRP045296/SRX1412121,0.11219384,AT1G20910,Transcription factor,Leaf,,,
